id,comment,comment_ko
28394,Fragram Photos,프래그램 사진
28395,Perfume Pyramid,향수 피라미드
28396,Designer David Beckham,디자이너 데이비드 베컴
28397,Classic Blue,클래식 블루
28398,Bold Instinct,대담한 본능
28399,Aromatic Greens,향기로운 녹색 채소
28400,Refined Woods,정제된 나무
28401,David Beckham,데이비드 베컴
28402,Fragram Photos,프래그램 사진
28403,Perfume Pyramid,향수 피라미드
28404,Designer David Beckham,디자이너 데이비드 베컴
28405,Intimately Beckham Men,친밀한 베컴 남성들
28406,Classic Blue,클래식 블루
28407,Bold Instinct,대담한 본능
28408,Aromatic Greens,향기로운 녹색 채소
28409,Christian Lacroix,크리스티앙 라크루아
28410,Long-lasting skin scent,오래 지속되는 피부 향기
28411,Lush incense and spice dry down,풍부한 향과 향신료의 잔향
28412,Great sillage,훌륭한 잔향
28413,Warm and hearty unisex patchouli,따뜻하고 풍부한 유니섹스 패출리
28414,Sensual and seductive balsamic scent,관능적이고 유혹적인 발사믹 향
28415,Reminiscent of real herbal patchouli,진짜 허브 파출리를 연상시키는 향
28416,Great blind buy for patchouli lovers,패출리 향을 좋아하는 사람들에게는 정말 좋은 블라인드 구매입니다.
28417,Fragram Photos,프래그램 사진
28418,Perfume Pyramid,향수 피라미드
28419,Designer Burberry,디자이너 버버리
28420,Burberry Her,버버리 허
28421,Burberry Her Elixir de Parfum,버버리 허 엘릭서 드 퍼퓸
28422,Goddess Intense,여신 인텐스
28423,London for Men,런던 포 맨
28424,Hero Eau de Parfum,히어로 오 드 퍼퓸
28425,Laurent Mazzone Parfums,로랑 마조네 향수
28426,Original and well-blended patchouli fragrance,독창적이고 조화롭게 어우러진 파출리 향
28427,Strong sillage,강한 잔향
28428,Earthy and wild scent,흙내음과 야생의 향기
28429,Suitable for patchouli lovers,패출리 향을 좋아하는 분들에게 적합합니다.
28430,Combined with leather and tobacco for a masculine scent,가죽과 담배 향이 어우러져 남성적인 향을 만들어냅니다.
28431,High quality ingredients,고품질 재료
28432,Longevity of more than 12 hours,12시간 이상 지속
28433,Fragram Photos,프래그램 사진
28434,Perfume Pyramid,향수 피라미드
28435,Designer Givenchy,디자이너 지방시
28436,Gentleman Eau de Parfum Reserve Priv횄짤e,젠틀맨 오 드 퍼퓸 리저브 프리베
28437,L'Interdit Eau de Parfum,랑테르디트 오 드 퍼퓸
28438,L'Interdit Eau de Parfum Rouge,랑테르디 오 드 퍼퓸 루즈
28439,Irresistible Givenchy,거부할 수 없는 지방시
28440,Gentleman Eau de Parfum,젠틀맨 오 드 퍼퓸
28441,Suitable for office wear,사무복으로 적합합니다.
28442,Prominent fig note with a touch of greenness,무화과 향이 두드러지며 약간의 풀 향이 느껴집니다.
28443,Fresh and citrusy opening,상큼하고 시트러스 향이 나는 오프닝
28444,Jasmine adds a crowdpleasing dimension,재스민은 대중적인 매력을 더해줍니다.
28445,Evokes rural Mediterranean scents,지중해 시골의 향기를 떠올리게 합니다
28446,Longevity and projection,수명 및 전망
28447,Unisex or shared fragrance,남녀 공용 또는 함께 사용하는 향수
28448,Summery and sharp,여름처럼 시원하고 날카롭습니다.
28449,Salvatore Ferragamo,살바토레 페라가모
28450,Fragram Photos,프래그램 사진
28451,Perfume Pyramid,향수 피라미드
28452,Designer Salvatore Ferragamo,디자이너 살바토레 페라가모
28453,Uomo Salvatore Ferragamo Signature,우오모 살바토레 페라가모 시그니처
28454,Uomo Salvatore Ferragamo,우오모 살바토레 페라가모
28455,F by Ferragamo Black,F 바이 페라가모 블랙
28456,Signorina Misteriosa,시뇨리나 미스테리오사
28457,Lovely sandalwood and vanilla combination,사랑스러운 백단향과 바닐라의 조합
28458,Nice presentation,훌륭한 프레젠테이션입니다.
28459,Velvety and creamy scent,벨벳처럼 부드럽고 크리미한 향
28460,Similar to Grand Soir in the opening,오프닝은 그랑 수아르와 비슷합니다.
28461,Long lasting on skin,피부에 오래 지속됩니다
28462,Very strong performer,매우 뛰어난 공연자
28463,Extraordinary scent,특별한 향기
28464,Saves money by replacing multiple expensive fragrances,여러 개의 값비싼 향수를 대체하여 비용을 절약할 수 있습니다.
28465,Fragram Photos,프래그램 사진
28466,Perfume Pyramid,향수 피라미드
28467,Designer Natura,디자이너 나투라
28468,Homem Essence,호멤 에센스
28469,Homem Sagaz,호멤 사가즈
28470,Essencial Oud,에센셜 우드
28471,Essencial 횄혳nico,에센셜 아슈니코
28472,Il횄짯a Completa,일리아 콤플레타
28473,More refined and less overwhelming than previous version,이전 버전보다 더 세련되고 부담스럽지 않습니다.
28474,Musk makes it more wearable for some skin types,머스크 성분 덕분에 일부 피부 타입에는 더욱 편안하게 사용할 수 있습니다.
28475,Good addition to collection,소장품에 좋은 추가품입니다.
28476,Easy reach fragrance,손쉽게 사용할 수 있는 향수
28477,Smooth and creamy scent,부드럽고 크리미한 향
28478,Sensual fragrance,관능적인 향기
28479,Longevity is great,장수는 훌륭하다
28480,Good choice for a gift,선물로 좋은 선택입니다
28481,Yves Rocher,이브 로셰
28482,Fragram Photos,프래그램 사진
28483,Perfume Pyramid,향수 피라미드
28484,Designer Yves Rocher,디자이너 이브 로셰
28485,Cuir de Nuit,Cuir de Nuit
28486,Comme une Evidence,증거처럼
28487,Mono횄짱 Vague d?혲횄짤t횄짤,모노이 바그 데테
28488,Sur La Lande,쉬르 라 랑드
28489,Buy this fragrance atLuckyScent,LuckyScent에서 이 향수를 구매하세요.
28490,Fragram Photos,프래그램 사진
28491,Perfume Pyramid,향수 피라미드
28492,Designer Nishane,디자이너 니셰인
28493,Hundred Silent Ways,백 가지의 침묵의 길
28494,Fan Your Flames,당신의 열정을 더욱 불태우세요
28495,EGE / ??????,EGE / ??????
28496,Safran Colognise,사프란 콜로니즈
28497,Rich and full-bodied scent,풍부하고 깊이 있는 향
28498,"Beautifully blended amber with cinnamon, vanilla and rose","시나몬, 바닐라, 로즈 향이 아름답게 조화된 앰버 향"
28499,Great performance in terms of projection and longevity,투사력과 지속력 면에서 뛰어난 성능을 보여줍니다.
28500,"Unique, modern and cozy scent",독특하고 모던하며 아늑한 향
28501,Suitable for men or women,남녀 공용
28502,Good blind buy option,괜찮은 블라인드 구매 옵션
28503,Comparable to high-end fragrances like Organza Indecence and Mitzah,오르간자 인데센스나 미차와 같은 고급 향수와 비견될 만합니다.
28504,Suitable for warmer months,따뜻한 계절에 적합합니다
28505,Yves Rocher,이브 로셰
28506,Fragram Photos,프래그램 사진
28507,Perfume Pyramid,향수 피라미드
28508,Designer Yves Rocher,디자이너 이브 로셰
28509,Cuir de Nuit,Cuir de Nuit
28510,Comme une Evidence,증거처럼
28511,Mono횄짱 Vague d?혲횄짤t횄짤,모노이 바그 데테
28512,Sur La Lande,쉬르 라 랑드
28513,Perfect for autumn and winter nights,가을과 겨울밤에 딱 좋아요
28514,"Elegant, classy and sophisticated","우아하고, 품격 있고, 세련된"
28515,Beautiful fragrance,아름다운 향기
28516,Silky box and beautiful bottle design,실크 소재의 상자와 아름다운 병 디자인
28517,"Woody, floral, and spicy notes","우디, 플로럴, 스파이시 노트"
28518,Relaxing scent,편안한 향기
28519,Long lasting,오래 지속되는
28520,Not everyone enjoys the scent,모든 사람이 그 향을 좋아하는 것은 아닙니다.
28521,Fresh and clean without smelling like laundry or cleaning products,세탁 세제나 세척제 냄새 없이 산뜻하고 깨끗한 향을 선사합니다.
28522,Perfect for summer and beach-inspired occasions,여름과 해변 분위기의 행사에 완벽하게 어울립니다.
28523,Suitable for layering,레이어드해서 입기 좋습니다
28524,Accurately captures the scent of warm sea salt,따뜻한 바닷소금 향을 정확하게 포착합니다.
28525,Great for those who dislike vanilla scents,바닐라 향을 싫어하는 사람들에게 좋습니다.
28526,Enjoyed by both men and women,남녀 모두가 즐기는
28527,Long-lasting with strong sillage,오래 지속되며 확산력이 뛰어납니다.
28528,Reminiscent of suntan oil,선탠 오일을 연상시키는 향
28529,Etat Libre d'Orange,오렌지 자유국
28530,Buy this fragrance atLuckyScent,LuckyScent에서 이 향수를 구매하세요.
28531,Fragram Photos,프래그램 사진
28532,Perfume Pyramid,향수 피라미드
28533,Designer Etat Libre d'Orange,디자이너 에타 리브르 도랑주
28534,You Or Someone Like You,당신 또는 당신과 비슷한 사람
28535,The Ghost In The Shell,공각기동대
28536,Hermann 횄혻 mes C횄쨈t횄짤s me Paraissait une Ombre,Hermann ? mes C?t?s me Paraissait une Ombre
28537,Fragram Photos,프래그램 사진
28538,Perfume Pyramid,향수 피라미드
28539,Designer Avon,디자이너 에이본
28540,Far Away Beyond The Moon,달 너머 저 멀리
28541,Far Away Beyond,저 멀리
28542,Incandessence,광채
28543,Far Away Rebel,멀리 떨어진 반역자
28544,Far Away Glamour,머나먼 매력
28545,L'Occitane en Provence,록시땅 앙 프로방스
28546,Fragram Photos,프래그램 사진
28547,Perfume Pyramid,향수 피라미드
28548,Designer L'Occitane en Provence,디자이너 L&#39;Occitane en Provence
28549,Eau des Baux,오 데 보
28550,Fleurs De Cerisier,플뢰르 드 세리시에
28551,L'Occitan Eau de Toilette,록시탕 오 드 뚜왈렛
28552,Terre de Lumiere,테르 드 뤼미에르
28553,Great silage and longevity,훌륭한 사일리지와 긴 수명
28554,"Soft, resinous, oriental, woody with very subtle spices","부드럽고, 수지향이 나며, 동양적이고, 나무향에 아주 은은한 향신료 향이 더해진 향입니다."
28555,Authentic gardenia note with a spicy cream undertone,스파이시 크림 향이 은은하게 감도는 정통 가드니아 향
28556,Pleasant enough for a full-size purchase,충분히 만족스러워서 정식으로 구매할 의향이 있습니다.
28557,Expensive and refined scent,고급스럽고 세련된 향
28558,Strong initial spritz of Oud note,강렬한 첫 향이 오우드 향으로 시작됩니다.
28559,Sneaky and playful nod to the classic Far Away blueprint,고전적인 &#39;머나먼 왕국&#39;의 공식을 교묘하고 재치 있게 차용한 작품
28560,"Exact dupe of Paco Rabanne Olympea, but cheaper",파코 라반 올림피아와 완전히 똑같은 제품인데 가격은 더 저렴해요.
28561,Buy this fragrance atLuckyScent,LuckyScent에서 이 향수를 구매하세요.
28562,Modern oriental vibe,모던한 동양적 분위기
28563,Long-lasting,오래 지속되는
28564,Creamy sweet Tonka and amber notes,크리미하고 달콤한 통카빈과 앰버 향
28565,Generous sillage,풍부한 잔향
28566,Unique fragrance,독특한 향기
28567,Noticeable pear scent,뚜렷한 배 향이 난다
28568,Clean musk base,깨끗한 머스크 베이스
28569,Lattafa Perfumes,라타파 향수
28570,Fragram Photos,프래그램 사진
28571,Perfume Pyramid,향수 피라미드
28572,Designer Lattafa Perfumes,디자이너 라타파 향수
28573,Khamrah Qahwa,캄라 카흐와
28574,Bade'e Al Oud Honor & Glory,바데 알 우드 명예와 영광
28575,Fakhar Black,파카르 블랙
28576,Qaed Al Fursan,카에드 알 푸르산
28577,Acqua di Parma,아쿠아 디 파르마
28578,Fragram Photos,프래그램 사진
28579,Perfume Pyramid,향수 피라미드
28580,Designer Acqua di Parma,디자이너 아쿠아 디 파르마
28581,Acqua di Parma Blu Mediterraneo - Fico di Amalfi,아쿠아 디 파르마 블루 메디테라네오 - 피코 디 아말피
28582,Acqua di Parma Blu Mediterraneo - Mandorlo di Sicilia,아쿠아 디 파르마 블루 메디테라네오 - 만돌로 디 시실리아
28583,Essenza di Colonia,에센차 디 콜로니아
28584,Acqua di Parma Colonia,아쿠아 디 파르마 콜로니아
28585,Yves Saint Laurent,이브 생 로랑
28586,Fragram Photos,프래그램 사진
28587,Perfume Pyramid,향수 피라미드
28588,Designer Yves Saint Laurent,디자이너 이브 생 로랑
28589,Y Eau de Parfum,Y 오 드 퍼퓸
28590,Black Opium,블랙 아편
28591,MYSLF Eau de Parfum,MYSLF 오 드 퍼퓸
28592,Libre Intense,리브르 인텐스
28593,Vilhelm Parfumerie,빌헬름 향수
28594,"Rich, smoldering tobacco scent",진하고 은은한 담배 향
28595,Warm woody depth,따뜻하고 깊이 있는 나무 향
28596,Well-blended subtle oud note,조화롭게 어우러진 은은한 오우드 향
28597,Sweet honey note without toothache sweetness,꿀처럼 달콤하지만 치통을 유발할 정도로 달지 않은 맛
28598,Balanced blend of tobacco and honey,담배와 꿀의 균형 잡힌 조화
28599,Long-lasting longevity,오래 지속되는 장수
28600,Good fall night time scent,가을밤에 어울리는 좋은 향기
28601,Louis Vuitton,루이비통
28602,Fragram Photos,프래그램 사진
28603,Perfume Pyramid,향수 피라미드
28604,Designer Louis Vuitton,디자이너 루이비통
28605,Stellar Times,스텔라 타임즈
28606,Cosmic Cloud,우주 구름
28607,Dancing Blossom,춤추는 꽃
28608,Eau de Voyage,오 드 보야주
28609,L'Occitane en Provence,록시땅 앙 프로방스
28610,Fragram Photos,프래그램 사진
28611,Perfume Pyramid,향수 피라미드
28612,Designer L'Occitane en Provence,디자이너 L&#39;Occitane en Provence
28613,Eau des Baux,오 데 보
28614,Fleurs De Cerisier,플뢰르 드 세리시에
28615,L'Occitan Eau de Toilette,록시탕 오 드 뚜왈렛
28616,Terre de Lumiere,테르 드 뤼미에르
28617,Sweet and fruity scent,달콤하고 과일향이 나는 향
28618,"Great buy, treasured gem with huge compliments","정말 잘 샀어요, 소중한 보물이에요. 칭찬이 끊이지 않네요."
28619,Gourmand fragrance that smells catchy,매력적인 향이 나는 구르망 향수
28620,Citrus note prevents it from being too cloying,감귤 향이 지나치게 느끼한 느낌을 막아줍니다.
28621,Smells happy and gourmand,기분 좋고 맛있는 향이 나요
28622,"Lady of the night flower, apple and praline notes are noticeable","밤에 피는 꽃, 사과, 프랄린 향이 뚜렷하게 느껴집니다."
